casino_name,logo_path,rating,website_url,languages,licenses,affiliate_program,casino_type,review_path
Jupi Casino,logosask/JupiCasino.png,7.9,https://jupicasino.com/,https://jupicasino.com/,Curacao,Infinity Stars Partners,"Instant Play, Mobile, Sports, Live Casino, Crypto Casino",tekst/Jupi Casino.txt
Cadabrus Casino,logosask/CadabrusCasino.png,7.9,https://cadabrus.com/en/,https://cadabrus.com/en/,Malta Gaming Authority,Turbo Affiliates,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/Cadabrus Casino.txt
Bullsbet Casino,logosask/BullsbetCasino.png,7.9,https://bullsbet.io/,https://bullsbet.io/,Curacao,Bullsbet Affiliates,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/Bullsbet Casino.txt
ZenBetting Casino,logosask/ZenBettingCasino.png,7.9,https://www.zenbetting.com/,https://www.zenbetting.com/,Curacao,ZenBetting Affiliates,"Instant Play, Mobile, Live Casino, Crypto Casino",tekst/ZenBetting Casino.txt
Tomb Riches Casino,logosask/TombRichesCasino.png,7.9,https://tombriches.com/,https://tombriches.com/,Curacao,King Billy Partners,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/Tomb Riches Casino.txt
Drip Casino,logosask/DripCasino.png,7.9,https://drip.casino,https://drip.casino,Curacao,Royal Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Drip Casino.txt
Metaspins Crypto Casino,logosask/MetaspinsCryptoCasino.png,7.8,https://metaspins.com,https://metaspins.com,Curacao,3rd Wave Affiliates,"Crypto Casino, Live Casino, Mobile, Instant Play, Sports",tekst/Metaspins Crypto Casino.txt
RoySpins Casino,logosask/RoySpinsCasino.png,7.8,https://www.royspins.com,https://www.royspins.com,Curacao,RoySpinsPartners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/RoySpins Casino.txt
PlaYouWin Casino,logosask/PlaYouWinCasino.png,7.8,https://www.playouwin.com/,https://www.playouwin.com/,Curacao,OMG Affiliates,"Instant Play, Mobile, Sports, Crypto Casino, Live Casino",tekst/PlaYouWin Casino.txt
Sloterra Casino,logosask/SloterraCasino.png,7.8,https://sloterra.com,https://sloterra.com,Curacao,Spades Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Sloterra Casino.txt
GreenSpin.bet Casino,logosask/GreenSpinbetCasino.png,7.8,https://www.greenspin.bet/,https://www.greenspin.bet/,Curacao,Gspin Partners,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/GreenSpinbet Casino.txt
WinGaga Casino,logosask/WinGagaCasino.png,7.8,https://wingaga.com/,https://wingaga.com/,Curacao,Enchant Affiliates,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/WinGaga Casino.txt
VulkanVegas Casino,logosask/VulkanVegasCasino.png,7.8,https://vulkanvegas.com/,https://vulkanvegas.com/,Curacao,V.Partners,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/VulkanVegas Casino.txt
Welle Casino,logosask/WelleCasino.png,7.8,https://www.welle.casino/,https://www.welle.casino/,Curacao,Welle Partners,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/Welle Casino.txt
JeetCity Casino,logosask/JeetCityCasino.png,7.8,https://www.jeetcity.com,https://www.jeetcity.com,Curacao,Moon Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/JeetCity Casino.txt
Red Star Casino,logosask/RedStarCasino.png,7.8,http://www.redstarcasino.eu,http://www.redstarcasino.eu,Curacao,Red Star Affiliates,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/Red Star Casino.txt
Bitcasino.io,logosask/Bitcasinoio.png,7.8,http://bitcasino.io,http://bitcasino.io,Curacao,Partners.io Affiliates,"Instant Play, Mobile, Sports, Live Casino, Crypto Casino",tekst/Bitcasinoio.txt
Bet It All Casino,logosask/BetItAllCasino.png,7.8,https://www.betitall.com,https://www.betitall.com,Curacao,Bet It All Affiliates,"Instant Play, Mobile, Live Casino, Crypto Casino, Sports",tekst/Bet It All Casino.txt
Vavada Casino,logosask/VavadaCasino.png,7.8,https://www.vavada.com/en/,https://www.vavada.com/en/,Curacao,Vavada Affiliates,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/Vavada Casino.txt
TrivelaBet Casino,logosask/TrivelaBetCasino.png,7.8,https://www.trivelabet.com/,https://www.trivelabet.com/,"Curacao, Kahnawake Gaming Commission, Estonian Tax and Customs Board",Grande Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/TrivelaBet Casino.txt
Lucky Days Casino,logosask/LuckyDaysCasino.png,7.7,https://www.luckydays.com,https://www.luckydays.com,"Kahnawake Gaming Commission, Swedish Gambling Authority, Alcohol and Gaming Commission of Ontario, Curacao, Malta Gaming Authority",Lucky Days Affiliates,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/Lucky Days Casino.txt
Rakebit Casino,logosask/RakebitCasino.png,7.7,https://rakebit.com/,https://rakebit.com/,Costa Rica,Rake Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Rakebit Casino.txt
Booi Casino,logosask/BooiCasino.png,7.7,https://booi.com/en,https://booi.com/en,Curacao,Gambling Craft,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/Booi Casino.txt
Wanted Win Casino,logosask/WantedWinCasino.png,7.7,https://www.wantedwin.com,https://www.wantedwin.com,Curacao,Stay Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Wanted Win Casino.txt
Lex Casino,logosask/LexCasino.png,7.7,https://lex.casino/,https://lex.casino/,Curacao,Royal Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Lex Casino.txt
Pinnacle Casino,logosask/PinnacleCasino.png,7.7,https://www.pinnacle.com/en/casino,https://www.pinnacle.com/en/casino,"Curacao, Alcohol and Gaming Commission of Ontario",Pinnacle Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Pinnacle Casino.txt
Sirwin Casino,logosask/SirwinCasino.png,7.7,https://sirwin.com/,https://sirwin.com/,Curacao,14Aff Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Sirwin Casino.txt
MonteCryptos Casino,logosask/MonteCryptosCasino.png,7.7,https://www.montecryptoscasino.com/,https://www.montecryptoscasino.com/,Curacao,GnG Affiliates,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/MonteCryptos Casino.txt
NeedForSpin Casino,logosask/NeedForSpinCasino.png,7.7,https://needforspin.com,https://needforspin.com,Curacao,AffRepublic,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/NeedForSpin Casino.txt
GemBet Casino,logosask/GemBetCasino.png,7.7,https://gem.bet,https://gem.bet,Curacao,Gem Partner,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/GemBet Casino.txt
10bet Casino,logosask/10betCasino.png,7.7,http://www.10bet.com/casino,http://www.10bet.com/casino,"Swedish Gambling Authority, Isle of Man Gambling Supervision Commission",10bet Affiliates,"Instant Play, Mobile, Sports, Live Casino, Crypto Casino",tekst/10bet Casino.txt
Cryptorush Casino,logosask/CryptorushCasino.png,7.7,https://cryptorush.com/en,https://cryptorush.com/en,Anjouan,Cryptorush Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Cryptorush Casino.txt
Spin Away Casino,logosask/SpinAwayCasino.png,7.7,https://spinaway.com,https://spinaway.com,"Curacao, Kahnawake Gaming Commission, Alcohol and Gaming Commission of Ontario",Spin Away Partners,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/Spin Away Casino.txt
Trips Casino,logosask/TripsCasino.png,7.7,https://www.tripscasino.com/,https://www.tripscasino.com/,Curacao,Trips Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Trips Casino.txt
Goodman Casino,logosask/GoodmanCasino.png,7.7,https://www.goodmancasino.com/,https://www.goodmancasino.com/,Curacao,Gypsy Affiliates,"Mobile, Crypto Casino, Instant Play, Live Casino",tekst/Goodman Casino.txt
Vibe Casino,logosask/VibeCasino.png,7.7,https://vibecasino.com,https://vibecasino.com,Curacao,Everum Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Vibe Casino.txt
AllStarz Casino,logosask/AllStarzCasino.png,7.7,https://www.allstarzcasino.com,https://www.allstarzcasino.com,Kahnawake Gaming Commission,AllStarz Casino Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/AllStarz Casino.txt
Drift Casino,logosask/DriftCasino.png,7.7,https://driftcasino.com/en,https://driftcasino.com/en,Malta Gaming Authority,PlayAttack Affiliate,"Instant Play, Mobile, Sports, Crypto Casino",tekst/Drift Casino.txt
Shambala Casino,logosask/ShambalaCasino.png,7.7,https://shambalacasino.com,https://shambalacasino.com,Curacao,Partners Casino Affiliate,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/Shambala Casino.txt
Casinoin,logosask/Casinoin.png,7.6,https://casinoin.io/,https://casinoin.io/,Curacao,Betmaster Partners,"Instant Play, Mobile, Live Casino, Crypto Casino",tekst/Casinoin.txt
Spinch Casino,logosask/SpinchCasino.png,7.6,https://www.spinch.com,https://www.spinch.com,Curacao,Alpha Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Spinch Casino.txt
Moonwin Casino,logosask/MoonwinCasino.png,7.6,https://www.moonwin.com/,https://www.moonwin.com/,Curacao,Moon Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Moonwin Casino.txt
Wolfy Casino,logosask/WolfyCasino.png,7.6,https://www.wolfycasino.com/en/,https://www.wolfycasino.com/en/,Curacao,Wolfy Affiliates,"Instant Play, Mobile, Crypto Casino",tekst/Wolfy Casino.txt
StayCasino,logosask/StayCasino.png,7.6,https://www.staycasino.com/,https://www.staycasino.com/,Curacao,Stay Partners,"Instant Play, Mobile, Live Casino, Crypto Casino",tekst/StayCasino.txt
Lukki Casino,logosask/LukkiCasino.png,7.6,https://www.lukki.com,https://www.lukki.com,Curacao,Lukki Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Lukki Casino.txt
Betswap Casino,logosask/BetswapCasino.png,7.6,https://betswap.gg/,https://betswap.gg/,Curacao,Betswap Partners,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/Betswap Casino.txt
Casinostars.io,logosask/Casinostarsio.png,7.6,https://www.casinostars.io/,https://www.casinostars.io/,Curacao,Mematogroup Affiliate,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Casinostarsio.txt
Vegaz Casino,logosask/VegazCasino.png,7.6,https://www.vegazcasino.com/,https://www.vegazcasino.com/,Curacao,Vegaz Casino Affiliates,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/Vegaz Casino.txt
Will's Casino,logosask/WillsCasino.png,7.6,https://www.willscasino.com/en,https://www.willscasino.com/en,Curacao,Universal Slots Affiliates,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/Wills Casino.txt
Slotozen Casino,logosask/SlotozenCasino.png,7.6,https://www.slotozen.com/,https://www.slotozen.com/,Curacao,Stay Partners,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/Slotozen Casino.txt
Lucky Elf Casino,logosask/LuckyElfCasino.png,7.6,https://luckyelfcasino.com,https://luckyelfcasino.com,Curacao,LevelUP Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Lucky Elf Casino.txt
Neospin Casino,logosask/NeospinCasino.png,7.6,https://www.neospin.com,https://www.neospin.com,Curacao,Alpha Affiliates,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/Neospin Casino.txt
Club Riches Casino,logosask/ClubRichesCasino.png,7.6,https://www.clubriches.com/en,https://www.clubriches.com/en,Curacao,Clubriches Partners,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/Club Riches Casino.txt
Winawin Casino,logosask/WinawinCasino.png,7.6,https://www.winawin.com,https://www.winawin.com,Curacao,High Affiliates,"Crypto Casino, Live Casino, Mobile, Instant Play",tekst/Winawin Casino.txt
31Bet.com Casino,logosask/31BetcomCasino.png,7.6,https://31bet.com,https://31bet.com,Malta Gaming Authority,31Bet Affiliates,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/31Betcom Casino.txt
Izzi Casino,logosask/IzziCasino.png,7.6,https://izzicasino.com,https://izzicasino.com,Curacao,Royal Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Izzi Casino.txt
Cobra Casino,logosask/CobraCasino.png,7.6,https://www.cobracasino.com/,https://www.cobracasino.com/,Curacao,High Affiliates,"Instant Play, Mobile, Sports, Crypto Casino",tekst/Cobra Casino.txt
X7 Casino,logosask/X7Casino.png,7.6,https://x7casino.com/,https://x7casino.com/,Kahnawake Gaming Commission,Stakes Affiliates,"Live Casino, Mobile, Instant Play, Crypto Casino",tekst/X7 Casino.txt
RioBet Casino,logosask/RioBetCasino.png,7.6,http://riobet.com,http://riobet.com,Curacao,Rio Affiliates,"Instant Play, Mobile, Crypto Casino",tekst/RioBet Casino.txt
Golden Crown Casino,logosask/GoldenCrownCasino.png,7.6,https://www.goldencrowncasino.com/,https://www.goldencrowncasino.com/,Curacao,StarCrown Partners,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/Golden Crown Casino.txt
Brazino777 Casino,logosask/Brazino777Casino.png,7.6,https://brazino777.com/,https://brazino777.com/,"Curacao, Kahnawake Gaming Commission",BrazPartners,"Instant Play, Mobile, Sports, Crypto Casino",tekst/Brazino777 Casino.txt
Fortune Panda Casino,logosask/FortunePandaCasino.png,7.6,https://www.fortunepanda.com,https://www.fortunepanda.com,Curacao,FortunePanda Affiliates,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/Fortune Panda Casino.txt
mBit Casino,logosask/mBitCasino.png,7.6,http://www.mbitcasino.com,http://www.mbitcasino.com,Curacao,mBit Partners,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/mBit Casino.txt
Mega Dice Casino,logosask/MegaDiceCasino.png,7.6,https://www.megadice.com/en,https://www.megadice.com/en,"Curacao, Anjouan",Mega Dice Affiliates,"Instant Play, Mobile, Crypto Casino, Live Casino, Sports",tekst/Mega Dice Casino.txt
1Red Casino,logosask/1RedCasino.png,7.5,https://www.1red.com,https://www.1red.com,Curacao,Alpha Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/1Red Casino.txt
PlayFortuna Casino,logosask/PlayFortunaCasino.png,7.5,http://playfortuna.com,http://playfortuna.com,Curacao,Gambling Craft,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/PlayFortuna Casino.txt
Voodoo Casino,logosask/VoodooCasino.png,7.5,https://www.voodoo.casino/,https://www.voodoo.casino/,Curacao,Heroic Affiliates,"Crypto Casino, Instant Play, Mobile, Live Casino, Download",tekst/Voodoo Casino.txt
LuckyKong Casino,logosask/LuckyKongCasino.png,7.5,https://luckykong.com/,https://luckykong.com/,Curacao,Affiliate Gold,"Crypto Casino, Download, Instant Play, Live Casino, Mobile",tekst/LuckyKong Casino.txt
Luckystart Casino,logosask/LuckystartCasino.png,7.5,https://www.luckystart.com,https://www.luckystart.com,Curacao,CommissionDrive Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Luckystart Casino.txt
Bluffbet Casino,logosask/BluffbetCasino.png,7.5,https://bluffbet.com/,https://bluffbet.com/,Curacao,Neat Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Bluffbet Casino.txt
SuperBoss Casino,logosask/SuperBossCasino.png,7.5,https://superboss.com,https://superboss.com,Curacao,Superboss Partners,"Instant Play, Mobile, Sports, Crypto Casino, Live Casino",tekst/SuperBoss Casino.txt
The ClubHouse Casino,logosask/TheClubHouseCasino.png,7.5,https://theclubhousecasino.com,https://theclubhousecasino.com,Curacao,The Clubhouse Affiliates,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/The ClubHouse Casino.txt
JustCasino,logosask/JustCasino.png,7.5,https://www.justcasino.com/,https://www.justcasino.com/,Curacao,Fortunate Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/JustCasino.txt
APlay Casino,logosask/APlayCasino.png,7.5,http://aplaycasino.com,http://aplaycasino.com,Malta Gaming Authority,PlayAttack Affiliate,"Instant Play, Mobile, Sports, Crypto Casino",tekst/APlay Casino.txt
Vegas Now Casino,logosask/VegasNowCasino.png,7.5,https://www.vegasnow.com/,https://www.vegasnow.com/,Curacao,VegasNow Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Vegas Now Casino.txt
IceBet Casino,logosask/IceBetCasino.png,7.5,https://icebet.casino/en/games/,https://icebet.casino/en/games/,Curacao,Join Affiliates,"Instant Play, Mobile, Crypto Casino",tekst/IceBet Casino.txt
Slots.inc Casino,logosask/SlotsincCasino.png,7.5,https://slots.inc/,https://slots.inc/,Curacao,Kita Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Slotsinc Casino.txt
Jozz Casino,logosask/JozzCasino.png,7.5,https://jozz.com/en,https://jozz.com/en,Curacao,Gambling Craft,"Instant Play, Mobile, Crypto Casino",tekst/Jozz Casino.txt
CasinoVibes,logosask/CasinoVibes.png,7.5,https://www.casinovibes.com/,https://www.casinovibes.com/,Curacao,Arcanebet Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/CasinoVibes.txt
Supacasi.io Casino,logosask/SupacasiioCasino.png,7.5,https://supacasi.io/,https://supacasi.io/,Kahnawake Gaming Commission,Infinity Stars Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Supacasiio Casino.txt
Epicbet Casino,logosask/EpicbetCasino.png,7.5,https://www.epicbet.com/,https://www.epicbet.com/,"Estonian Tax and Customs Board, Curacao",Sisu Partners,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/Epicbet Casino.txt
Crashino Casino,logosask/CrashinoCasino.png,7.5,https://www.crashino.com/,https://www.crashino.com/,Curacao,Crashino Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Crashino Casino.txt
Kryptosino Casino,logosask/KryptosinoCasino.png,7.4,https://www.kryptosino.com,https://www.kryptosino.com,Curacao,Kryptosino Affiliates,"Mobile, Live Casino, Instant Play, Crypto Casino",tekst/Kryptosino Casino.txt
Universal Slots Casino,logosask/UniversalSlotsCasino.png,7.4,https://www.universalslots.net,https://www.universalslots.net,Curacao,Universal Slots Affiliates,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/Universal Slots Casino.txt
888STARZ Casino,logosask/888STARZCasino.png,7.4,https://888starz.bet/en/,https://888starz.bet/en/,Curacao,888STARZ Partners,"Instant Play, Mobile, Sports, Crypto Casino, Live Casino",tekst/888STARZ Casino.txt
Rakoo Casino,logosask/RakooCasino.png,7.4,https://rakoocasino.com,https://rakoocasino.com,Curacao,Alpha Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Rakoo Casino.txt
Black Lion Casino,logosask/BlackLionCasino.png,7.4,https://www.blacklioncasino.com,https://www.blacklioncasino.com,Curacao,Black lion casino affiliate,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Black Lion Casino.txt
Gangsta Casino,logosask/GangstaCasino.png,7.4,https://gangsta.casino,https://gangsta.casino,Curacao,13 Aff,"Crypto Casino, Live Casino, Mobile, Instant Play",tekst/Gangsta Casino.txt
Trip2Vip Casino,logosask/Trip2VipCasino.png,7.4,https://trip2vip.com/,https://trip2vip.com/,Curacao,Trip2Vip Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Trip2Vip Casino.txt
OhMyZino Casino,logosask/OhMyZinoCasino.png,7.4,https://ohmyzino.com/,https://ohmyzino.com/,Curacao,Oh My Gaming Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/OhMyZino Casino.txt
LuckyWins Casino,logosask/LuckyWinsCasino.png,7.4,https://www.luckywins.com,https://www.luckywins.com,Curacao,Bloom Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/LuckyWins Casino.txt
Lucky Dreams Casino,logosask/LuckyDreamsCasino.png,7.3,https://www.luckydreams.com/,https://www.luckydreams.com/,Curacao,Fortunate Partners,"Crypto Casino, Instant Play, Mobile, Live Casino",tekst/Lucky Dreams Casino.txt
Vasy Casino,logosask/VasyCasino.png,7.3,https://www.vasycasino.com/,https://www.vasycasino.com/,Curacao,Vasy Casino Affiliates,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/Vasy Casino.txt
Chipstars Casino,logosask/ChipstarsCasino.png,7.3,https://chipstars.bet/,https://chipstars.bet/,Curacao,Chipstars Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Chipstars Casino.txt
Lucky7even Casino,logosask/Lucky7evenCasino.png,7.3,https://www.lucky7even.com,https://www.lucky7even.com,Curacao,Rooster Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Lucky7even Casino.txt
NoLimitBet Casino,logosask/NoLimitBetCasino.png,7.3,https://www.nolimitbet.com/,https://www.nolimitbet.com/,Kahnawake Gaming Commission,Hero Affiliates,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/NoLimitBet Casino.txt
Spinaro Casino,logosask/SpinaroCasino.png,7.3,https://www.spinaro.com/,https://www.spinaro.com/,Curacao,Boss Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Spinaro Casino.txt
SpinBet Casino,logosask/SpinBetCasino.png,7.3,https://www.spinbet.com/,https://www.spinbet.com/,Curacao,Essential Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/SpinBet Casino.txt
20bet Casino,logosask/20betCasino.png,7.3,https://20bet.com/casino,https://20bet.com/casino,Curacao,Playamo Partners,"Instant Play, Mobile, Sports, Crypto Casino, Live Casino",tekst/20bet Casino.txt
Godbunny Casino,logosask/GodbunnyCasino.png,7.3,https://www.godbunny.com/en,https://www.godbunny.com/en,Curacao,GodBunny Affiliates,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/Godbunny Casino.txt
Wunderwins Casino,logosask/WunderwinsCasino.png,7.3,https://wunderwins.com/,https://wunderwins.com/,Kahnawake Gaming Commission,Wunder Affiliates,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/Wunderwins Casino.txt
Dazardbet Casino,logosask/DazardbetCasino.png,7.3,https://dazardbet.com/,https://dazardbet.com/,Anjouan,Brofist Partners,"Instant Play, Crypto Casino, Live Casino, Mobile, Sports",tekst/Dazardbet Casino.txt
Sombrero Spins Casino,logosask/SombreroSpinsCasino.png,7.3,https://sombrerospins.io/,https://sombrerospins.io/,Kahnawake Gaming Commission,Infinity Stars Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Sombrero Spins Casino.txt
Casino Extreme,logosask/CasinoExtreme.png,7.3,http://www.casinoextreme.eu,http://www.casinoextreme.eu,Curacao,Casino Extreme Affiliates,"Instant Play, Mobile, Crypto Casino, Live Casino",tekst/Casino Extreme.txt
Jackpoty Casino,logosask/JackpotyCasino.png,7.3,https://www.jackpoty.com,https://www.jackpoty.com,Curacao,High Affiliates,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/Jackpoty Casino.txt
Mirax Casino,logosask/MiraxCasino.png,7.3,https://www.miraxcasino.com/,https://www.miraxcasino.com/,Curacao,7Bit Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Mirax Casino.txt
OnLuck Casino,logosask/OnLuckCasino.png,7.3,https://www.onluck.com/,https://www.onluck.com/,Curacao,Alpha Affiliates,"Mobile, Live Casino, Instant Play, Crypto Casino",tekst/OnLuck Casino.txt
Casino Infinity,logosask/CasinoInfinity.png,7.3,https://casinoinfinity.com,https://casinoinfinity.com,Curacao,Alpha Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Casino Infinity.txt
Powerbet777 Casino,logosask/Powerbet777Casino.png,7.3,https://www.powerbet777.com/,https://www.powerbet777.com/,Curacao,Powerbet777 Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Powerbet777 Casino.txt
Punterz Casino,logosask/PunterzCasino.png,7.3,https://www.punterz.com/en/casino,https://www.punterz.com/en/casino,"Kahnawake Gaming Commission, Estonian Tax and Customs Board",Grande Affiliates,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/Punterz Casino.txt
Gamdom Casino,logosask/GamdomCasino.png,7.3,https://gamdom.com,https://gamdom.com,Curacao,Gamdom Affiliates,"Instant Play, Mobile, Sports, Crypto Casino",tekst/Gamdom Casino.txt
Winstoria Casino,logosask/WinstoriaCasino.png,7.3,https://winstoria.com/,https://winstoria.com/,Curacao,Join Affiliates,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/Winstoria Casino.txt
Spinarium Casino,logosask/SpinariumCasino.png,7.3,https://spinarium.com,https://spinarium.com,Curacao,Spinarium Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Spinarium Casino.txt
Anarchy Casino,logosask/AnarchyCasino.png,7.3,https://anarchycasino.com/,https://anarchycasino.com/,Kahnawake Gaming Commission,Kamikaze Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Anarchy Casino.txt
LuckyHour Casino,logosask/LuckyHourCasino.png,7.3,http://luckyhour.com/,http://luckyhour.com/,Curacao,Gypsy Affiliates,"Instant Play, Live Casino, Mobile, Crypto Casino",tekst/LuckyHour Casino.txt
BurningBet Casino,logosask/BurningBetCasino.png,7.3,https://burningbet.com/,https://burningbet.com/,Curacao,Join Affiliates,"Instant Play, Mobile, Sports, Crypto Casino",tekst/BurningBet Casino.txt
ReadyCasino,logosask/ReadyCasino.png,7.3,https://www.readycasino.com,https://www.readycasino.com,Curacao,ReadyAffiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/ReadyCasino.txt
Staxino Casino,logosask/StaxinoCasino.png,7.3,https://staxino.com/en/home,https://staxino.com/en/home,Kahnawake Gaming Commission,Stax Affiliates,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/Staxino Casino.txt
Ivibet Casino,logosask/IvibetCasino.png,7.3,https://ivibet.com/,https://ivibet.com/,Costa Rica,Hell Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Ivibet Casino.txt
Boomerang Casino,logosask/BoomerangCasino.png,7.3,https://boomerang-casino.com/en/,https://boomerang-casino.com/en/,The Philippine Amusement and Gaming Corporation (PAGCOR),Boomerang Partners,"Mobile, Instant Play, Crypto Casino, Sports, Live Casino, Mobile, Instant Play, Crypto Casino, Sports, Live Casino",tekst/Boomerang Casino.txt
Felixspin Casino,logosask/FelixspinCasino.png,7.3,https://felixspin.com/,https://felixspin.com/,Curacao,7Ladies Affiliates,"Instant Play, Live Casino, Mobile, Sports, Crypto Casino",tekst/Felixspin Casino.txt
SapphireBet Casino,logosask/SapphireBetCasino.png,7.3,https://sapphirebet.com/en/,https://sapphirebet.com/en/,Curacao,SaphireBet Partners,"Instant Play, Mobile, Sports, Crypto Casino",tekst/SapphireBet Casino.txt
Rooster Bet Casino,logosask/RoosterBetCasino.png,7.3,https://www.rooster.bet,https://www.rooster.bet,Curacao,Rooster Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/Rooster Bet Casino.txt
TiViTBet Casino,logosask/TiViTBetCasino.png,7.3,https://tivitbet.app/,https://tivitbet.app/,Curacao,Tivit Chill Partners,"Crypto Casino, Instant Play, Live Casino, Mobile, Sports",tekst/TiViTBet Casino.txt
SpinBit Casino,logosask/SpinBitCasino.png,7.3,https://www.spinbit.com/,https://www.spinbit.com/,Curacao,Essential Partners,"Crypto Casino, Instant Play, Live Casino, Mobile",tekst/SpinBit Casino.txt
